#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AD93C7
#Date Time: 2025-12-01 10:08:31.894
#Sample rate: 50000Hz
#Samples: 122645
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 2 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -2.9 V Sample Mode: Average
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -1 V

Time (s),Channel 1 (V)
-0.5,2.856944216072447
-0.4999799999999999,2.844025222374642
-0.4999600000000002,2.844025222374642
-0.4999400000000001,2.843345275337915
-0.4999199999999999,2.843345275337915
-0.4998999999999998,2.843685248856278
-0.4998800000000001,2.843685248856278
-0.49986,2.843685248856278
-0.4998399999999998,2.843685248856283
-0.4998200000000002,2.844025222374637
-0.4998,2.843685248856278
-0.4997799999999999,2.843685248856278
-0.4997600000000002,2.843685248856278
-0.4997400000000001,2.843685248856278
-0.4997199999999999,2.843345275337915
-0.4996999999999998,2.843685248856278
-0.4996800000000001,2.843685248856278
-0.49966,2.843345275337915
-0.4996399999999999,2.843685248856278
-0.4996200000000002,2.843685248856278
-0.4996,2.843685248856278
-0.4995799999999999,2.843345275337915
-0.4995599999999998,2.844025222374642
-0.4995400000000001,2.844025222374642
-0.49952,2.843685248856278
-0.4994999999999998,2.844025222374646
-0.4994800000000001,2.844365195893
-0.49946,2.844025222374642
-0.4994399999999999,2.843685248856278
-0.4994200000000002,2.844025222374637
-0.4994000000000001,2.843685248856278
-0.4993799999999999,2.844025222374642
-0.4993599999999998,2.844025222374642
-0.4993400000000001,2.844025222374642
-0.49932,2.844025222374642
-0.4992999999999999,2.844025222374642
-0.4992800000000002,2.844025222374642
-0.49926,2.843685248856278
-0.4992399999999999,2.843685248856278
-0.4992200000000002,2.844025222374637
-0.4992000000000001,2.844025222374642
-0.49918,2.844025222374642
-0.4991599999999998,2.843685248856278
-0.4991400000000001,2.843685248856278
-0.49912,2.844025222374642
-0.4990999999999999,2.844025222374642
-0.4990800000000002,2.843685248856283
-0.4990600000000001,2.843345275337915
-0.4990399999999999,2.843345275337915
-0.4990199999999998,2.843685248856278
-0.4990000000000001,2.843685248856278
-0.49898,2.843685248856278
-0.4989599999999998,2.843345275337915
-0.4989400000000002,2.843345275337915
-0.49892,2.843345275337915
-0.4988999999999999,2.843345275337915
-0.4988800000000002,2.843345275337915
-0.4988600000000001,2.843685248856278
-0.49884,2.843685248856278
-0.4988199999999998,2.843685248856278
-0.4988000000000001,2.843685248856278
-0.49878,2.843345275337915
-0.4987599999999999,2.843685248856278
-0.4987400000000002,2.84334527533792
-0.4987200000000001,2.843685248856278
-0.4986999999999999,2.843345275337915
-0.4986799999999998,2.843345275337915
-0.4986600000000001,2.843345275337915
-0.49864,2.843345275337915
-0.4986199999999998,2.843685248856278
-0.4986000000000002,2.843685248856278
-0.49858,2.843685248856278
-0.4985599999999999,2.843345275337915
-0.4985400000000002,2.843345275337915
-0.4985200000000001,2.843685248856278
-0.4984999999999999,2.843685248856278
-0.4984799999999998,2.84334527533792
-0.4984600000000001,2.843685248856278
-0.49844,2.843685248856278
-0.4984199999999999,2.843685248856278
-0.4984000000000002,2.84334527533792
-0.49838,2.843685248856278
-0.4983599999999999,2.843345275337915
-0.4983399999999998,2.843685248856278
-0.4983200000000001,2.843685248856278
-0.4983,2.843685248856278
-0.4982799999999998,2.843685248856278
-0.4982600000000001,2.843685248856278
-0.49824,2.843345275337915
-0.4982199999999999,2.843685248856278
-0.4982000000000002,2.84334527533792
-0.4981800000000001,2.843345275337915
-0.4981599999999999,2.843685248856278
-0.4981399999999998,2.843005301819552
-0.4981200000000001,2.843005301819552
-0.4981,2.843345275337915
-0.4980799999999999,2.843345275337915
-0.4980600000000002,2.843345275337915
-0.49804,2.843345275337915
-0.4980199999999999,2.843685248856278
-0.4980000000000002,2.843685248856278
-0.4979800000000001,2.843345275337915
-0.49796,2.843685248856278
-0.4979399999999998,2.844025222374637
-0.4979200000000001,2.843685248856278
-0.4979,2.843345275337915
-0.4978799999999999,2.843685248856278
-0.4978600000000002,2.843685248856278
-0.4978400000000001,2.843345275337915
-0.4978199999999999,2.843685248856278
-0.4977999999999998,2.843685248856278
-0.4977800000000001,2.843685248856278
-0.49776,2.843685248856278
-0.4977399999999998,2.843685248856278
-0.4977200000000002,2.843685248856278
-0.4977,2.843345275337915
-0.4976799999999999,2.843685248856278
-0.4976600000000002,2.843685248856278
-0.4976400000000001,2.843345275337915
-0.49762,2.843345275337915
-0.4975999999999998,2.843685248856278
-0.4975800000000001,2.843685248856278
-0.49756,2.843685248856278
-0.4975399999999999,2.843685248856278
-0.4975200000000002,2.843685248856278
-0.4975000000000001,2.843685248856278
-0.4974799999999999,2.844025222374642
-0.4974599999999998,2.844025222374642
-0.4974400000000001,2.844025222374642
-0.49742,2.844025222374642
-0.4973999999999998,2.844025222374642
-0.4973800000000002,2.844025222374642
-0.49736,2.843685248856278
-0.4973399999999999,2.844025222374642
-0.4973200000000002,2.843685248856283
-0.4973000000000001,2.843685248856278
-0.4972799999999999,2.844025222374642
-0.4972599999999998,2.844025222374642
-0.4972400000000001,2.844025222374642
-0.49722,2.844025222374642
-0.4971999999999999,2.844025222374642
-0.4971800000000002,2.843345275337925
-0.49716,2.843685248856278
-0.4971399999999999,2.844025222374642
-0.4971199999999998,2.843685248856278
-0.4971000000000001,2.843685248856278
-0.49708,2.844025222374642
-0.4970599999999998,2.844025222374642
-0.4970400000000001,2.844025222374642
-0.49702,2.844025222374642
-0.4969999999999999,2.843685248856278
-0.4969800000000002,2.843685248856278
-0.4969600000000001,2.844025222374642
-0.4969399999999999,2.844025222374642
-0.4969199999999998,2.843685248856288
-0.4969000000000001,2.844365195893005
-0.49688,2.844365195893005
-0.4968599999999999,2.844025222374642
-0.4968400000000002,2.843685248856283
-0.49682,2.843685248856278
-0.4967999999999999,2.843685248856278
-0.4967800000000002,2.844025222374637
-0.4967600000000001,2.844025222374642
-0.49674,2.844025222374642
-0.4967199999999998,2.843685248856278
-0.4967000000000001,2.843685248856278
-0.49668,2.844025222374642
-0.4966599999999999,2.844025222374642
-0.4966400000000002,2.844025222374642
-0.4966200000000001,2.844025222374642
-0.4965999999999999,2.844025222374642
-0.4965799999999998,2.844025222374642
-0.4965600000000001,2.844025222374642
-0.49654,2.843685248856278
